,Dis No,Year,Neighbors,Total Deaths
1498,2016-0489-MYS,2016,2016-0516-MYS,
1499,2016-0489-MYS,2016,2017-0224-MYS,
1500,2016-0516-MYS,2016,2016-0489-MYS,
1501,2016-0516-MYS,2016,2017-0224-MYS,
1502,2016-0547-NGA,2016,2016-0576-NGA,121.0
1503,2016-0576-NGA,2016,2016-0547-NGA,1166.0
1504,2016-0387-PAK,2016,2016-0270-PAK,26.0
1505,2016-0387-PAK,2016,2016-0240-PAK,46.0
1506,2016-0387-PAK,2016,2016-0375-PAK,32.0
1507,2016-0387-PAK,2016,2016-0554-PAK,22.0
1508,2016-0342-PHL,2016,2016-0256-PHL,2.0
1509,2016-0342-PHL,2016,2016-0456-PHL,
1510,2016-0342-PHL,2016,2016-0371-PHL,
1511,2016-0342-PHL,2016,2016-0490-PHL,
1512,2016-0342-PHL,2016,2016-0363-PHL,
1513,2016-0342-PHL,2016,2016-0364-PHL,8.0
1514,2016-0342-PHL,2016,2016-0503-PHL,24.0
1515,2016-0363-PHL,2016,2016-0256-PHL,2.0
1516,2016-0363-PHL,2016,2016-0456-PHL,
1517,2016-0363-PHL,2016,2016-0371-PHL,
1518,2016-0363-PHL,2016,2016-0490-PHL,
1519,2016-0363-PHL,2016,2016-0342-PHL,
1520,2016-0363-PHL,2016,2016-0364-PHL,8.0
1521,2016-0363-PHL,2016,2016-0503-PHL,24.0
1522,2016-0364-PHL,2016,2016-0256-PHL,2.0
1523,2016-0364-PHL,2016,2016-0456-PHL,
1524,2016-0364-PHL,2016,2016-0371-PHL,
1525,2016-0364-PHL,2016,2016-0490-PHL,
1526,2016-0364-PHL,2016,2016-0342-PHL,
1527,2016-0364-PHL,2016,2016-0363-PHL,
1528,2016-0364-PHL,2016,2016-0503-PHL,24.0
1529,2016-0503-PHL,2016,2016-0456-PHL,
1530,2016-0503-PHL,2016,2016-0490-PHL,
1531,2016-0503-PHL,2016,2016-0342-PHL,
1532,2016-0503-PHL,2016,2016-0363-PHL,
1533,2016-0503-PHL,2016,2016-0364-PHL,8.0
1534,2016-0377-PHL,2016,2016-0445-PHL,19.0
1535,2016-0445-PHL,2016,2016-0377-PHL,26.0
1536,2016-0321-PRK,2016,2016-0531-PRK,14.0
1537,2016-0531-PRK,2016,2016-0321-PRK,538.0
1538,2017-0382-MEX,2017,2017-0387-MEX,369.0
1539,2017-0152-IND,2017,2017-0265-IND,23.0
1540,2017-0152-IND,2017,2017-0569-IND,29.0
1541,2017-0152-IND,2017,2017-0570-IND,4.0
1542,2017-0408-ITA,2017,2017-0328-ITA,4.0
1543,2017-0432-JPN,2017,2017-0468-JPN,2.0
1544,2017-0432-JPN,2017,2017-0327-JPN,2.0
1545,2017-0468-JPN,2017,2017-0432-JPN,8.0
1546,2017-0468-JPN,2017,2017-0327-JPN,2.0
1547,2017-0485-MAC,2017,2017-0352-MAC,10.0
1548,2017-0168-MEX,2017,2017-0334-MEX,
1549,2017-0168-MEX,2017,2017-0392-MEX,3.0
1550,2017-0168-MEX,2017,2017-0376-MEX,20.0
1551,2017-0334-MEX,2017,2017-0168-MEX,6.0
1552,2017-0334-MEX,2017,2017-0392-MEX,3.0
1553,2017-0334-MEX,2017,2017-0376-MEX,20.0
1554,2017-0145-PAK,2017,2017-0181-PAK,15.0
1555,2017-0326-PHL,2017,2017-0432-PHL,9.0
1556,2017-0326-PHL,2017,2017-0406-PHL,26.0
1557,2017-0326-PHL,2017,2017-0142-PHL,10.0
1558,2017-0326-PHL,2017,2017-0485-PHL,
1559,2017-0422-PHL,2017,2017-0524-PHL,58.0
1560,2017-0422-PHL,2017,2017-0525-PHL,91.0
1561,2017-0422-PHL,2017,2017-0432-PHL,9.0
1562,2017-0422-PHL,2017,2017-0406-PHL,26.0
1563,2017-0422-PHL,2017,2017-0485-PHL,
1564,2017-0422-PHL,2017,2018-0044-PHL,
1565,2017-0422-PHL,2017,2018-0004-PHL,3.0
1566,2017-0524-PHL,2017,2017-0422-PHL,6.0
1567,2017-0524-PHL,2017,2017-0525-PHL,91.0
1568,2017-0524-PHL,2017,2017-0432-PHL,9.0
1569,2017-0524-PHL,2017,2017-0406-PHL,26.0
1570,2017-0524-PHL,2017,2018-0044-PHL,
1571,2017-0524-PHL,2017,2018-0004-PHL,3.0
1572,2017-0525-PHL,2017,2017-0422-PHL,6.0
1573,2017-0525-PHL,2017,2017-0524-PHL,58.0
1574,2017-0525-PHL,2017,2017-0432-PHL,9.0
1575,2017-0525-PHL,2017,2017-0406-PHL,26.0
1576,2017-0525-PHL,2017,2018-0044-PHL,
1577,2017-0525-PHL,2017,2018-0004-PHL,3.0
1578,2017-0383-PRI,2017,2017-0381-PRI,2.0
1579,2017-0328-ITA,2017,2017-0408-ITA,9.0
1580,2017-0432-PHL,2017,2017-0326-PHL,
1581,2017-0432-PHL,2017,2017-0422-PHL,6.0
1582,2017-0432-PHL,2017,2017-0524-PHL,58.0
1583,2017-0432-PHL,2017,2017-0525-PHL,91.0
1584,2017-0432-PHL,2017,2017-0406-PHL,26.0
1585,2017-0432-PHL,2017,2017-0485-PHL,
1586,2017-0432-PHL,2017,2018-0004-PHL,3.0
1587,2017-0392-MEX,2017,2017-0168-MEX,6.0
1588,2017-0392-MEX,2017,2017-0334-MEX,
1589,2017-0392-MEX,2017,2017-0376-MEX,20.0
1590,2017-0406-PHL,2017,2017-0326-PHL,
1591,2017-0406-PHL,2017,2017-0422-PHL,6.0
1592,2017-0406-PHL,2017,2017-0524-PHL,58.0
1593,2017-0406-PHL,2017,2017-0525-PHL,91.0
1594,2017-0406-PHL,2017,2017-0432-PHL,9.0
1595,2017-0406-PHL,2017,2017-0485-PHL,
1596,2017-0383-HTI,2017,2017-0381-HTI,1.0
1597,2017-0387-MEX,2017,2017-0382-MEX,98.0
1598,2017-0206-IDN,2017,2017-0111-IDN,8.0
1599,2017-0206-IDN,2017,2017-0147-IDN,12.0
1600,2017-0206-IDN,2017,2017-0177-IDN,4.0
1601,2017-0206-IDN,2017,2017-0059-IDN,2.0
1602,2017-0111-IDN,2017,2016-0527-IDN,
1603,2017-0111-IDN,2017,2017-0206-IDN,7.0
1604,2017-0111-IDN,2017,2017-0147-IDN,12.0
1605,2017-0111-IDN,2017,2017-0177-IDN,4.0
1606,2017-0111-IDN,2017,2017-0059-IDN,2.0
1607,2017-0068-IDN,2017,2017-0102-IDN,28.0
1608,2017-0494-IDN,2017,2017-0576-IDN,2.0
1609,2017-0494-IDN,2017,2018-0483-IDN,20.0
1610,2017-0321-NPL,2017,2017-0342-NPL,176.0
1611,2017-0342-NPL,2017,2017-0321-NPL,11.0
1612,2017-0036-PER,2017,2017-0084-PER,184.0
1613,2017-0036-PER,2017,2017-0052-PER,1.0
1614,2017-0084-PER,2017,2017-0036-PER,15.0
1615,2017-0084-PER,2017,2017-0052-PER,1.0
1616,2017-0140-PHL,2017,2017-0050-PHL,8.0
1617,2017-0140-PHL,2017,2017-0247-PHL,3.0
1618,2017-0028-PHL,2017,2017-0226-PHL,13.0
1619,2017-0381-HTI,2017,2017-0383-HTI,3.0
1620,2017-0352-MAC,2017,2017-0485-MAC,
1621,2017-0376-MEX,2017,2017-0168-MEX,6.0
1622,2017-0376-MEX,2017,2017-0334-MEX,
1623,2017-0376-MEX,2017,2017-0392-MEX,3.0
1624,2017-0381-PRI,2017,2017-0383-PRI,64.0
1625,2017-0015-ITA,2017,2016-0357-ITA,1.0
1626,2017-0015-ITA,2017,2016-0358-ITA,
1627,2017-0227-HND,2017,2016-0356-HND,6.0
1628,2017-0530-IDN,2017,2018-0031-IDN,1.0
1629,2017-0147-IDN,2017,2017-0206-IDN,7.0
1630,2017-0147-IDN,2017,2017-0111-IDN,8.0
1631,2017-0147-IDN,2017,2017-0177-IDN,4.0
1632,2017-0147-IDN,2017,2017-0059-IDN,2.0
1633,2017-0576-IDN,2017,2017-0494-IDN,9.0
1634,2017-0576-IDN,2017,2018-0483-IDN,20.0
1635,2017-0177-IDN,2017,2017-0206-IDN,7.0
1636,2017-0177-IDN,2017,2017-0111-IDN,8.0
1637,2017-0177-IDN,2017,2017-0147-IDN,12.0
1638,2017-0102-IDN,2017,2017-0068-IDN,12.0
1639,2017-0059-IDN,2017,2016-0525-IDN,10.0
1640,2017-0059-IDN,2017,2016-0527-IDN,
1641,2017-0059-IDN,2017,2016-0479-IDN,5.0
1642,2017-0059-IDN,2017,2017-0206-IDN,7.0
1643,2017-0059-IDN,2017,2017-0111-IDN,8.0
1644,2017-0059-IDN,2017,2017-0147-IDN,12.0
1645,2017-0265-IND,2017,2017-0152-IND,
1646,2017-0265-IND,2017,2017-0569-IND,29.0
1647,2017-0569-IND,2017,2017-0152-IND,
1648,2017-0569-IND,2017,2017-0265-IND,23.0
1649,2017-0569-IND,2017,2017-0570-IND,4.0
1650,2017-0570-IND,2017,2016-0485-IND,24.0
1651,2017-0570-IND,2017,2017-0152-IND,
1652,2017-0570-IND,2017,2017-0569-IND,29.0
1653,2017-0364-IND,2017,2017-0495-IND,21.0
1654,2017-0364-IND,2017,2017-0289-IND,75.0
1655,2017-0364-IND,2017,2017-0180-IND,6.0
1656,2017-0364-IND,2017,2017-0257-IND,31.0
1657,2017-0364-IND,2017,2017-0290-IND,
1658,2017-0364-IND,2017,2017-0294-IND,284.0
1659,2017-0364-IND,2017,2017-0342-IND,514.0
1660,2017-0364-IND,2017,2017-0517-IND,101.0
1661,2017-0495-IND,2017,2017-0364-IND,14.0
1662,2017-0495-IND,2017,2017-0290-IND,
1663,2017-0495-IND,2017,2017-0342-IND,514.0
1664,2017-0495-IND,2017,2017-0517-IND,101.0
1665,2017-0289-IND,2017,2017-0364-IND,14.0
1666,2017-0289-IND,2017,2017-0180-IND,6.0
1667,2017-0289-IND,2017,2017-0257-IND,31.0
1668,2017-0289-IND,2017,2017-0290-IND,
1669,2017-0289-IND,2017,2017-0294-IND,284.0
1670,2017-0289-IND,2017,2017-0342-IND,514.0
1671,2017-0289-IND,2017,2017-0517-IND,101.0
1672,2017-0266-IND,2017,2017-0483-IND,46.0
1673,2017-0483-IND,2017,2017-0266-IND,22.0
1674,2017-0180-IND,2017,2017-0364-IND,14.0
1675,2017-0180-IND,2017,2017-0289-IND,75.0
1676,2017-0180-IND,2017,2017-0257-IND,31.0
1677,2017-0180-IND,2017,2017-0290-IND,
1678,2017-0180-IND,2017,2017-0294-IND,284.0
1679,2017-0180-IND,2017,2017-0342-IND,514.0
1680,2017-0180-IND,2017,2017-0517-IND,101.0
1681,2017-0257-IND,2017,2017-0364-IND,14.0
1682,2017-0257-IND,2017,2017-0289-IND,75.0
1683,2017-0257-IND,2017,2017-0180-IND,6.0
1684,2017-0257-IND,2017,2017-0290-IND,
1685,2017-0257-IND,2017,2017-0294-IND,284.0
1686,2017-0257-IND,2017,2017-0342-IND,514.0
1687,2017-0257-IND,2017,2017-0517-IND,101.0
1688,2017-0290-IND,2017,2017-0364-IND,14.0
1689,2017-0290-IND,2017,2017-0495-IND,21.0
1690,2017-0290-IND,2017,2017-0289-IND,75.0
1691,2017-0290-IND,2017,2017-0180-IND,6.0
1692,2017-0290-IND,2017,2017-0257-IND,31.0
1693,2017-0290-IND,2017,2017-0294-IND,284.0
1694,2017-0290-IND,2017,2017-0342-IND,514.0
1695,2017-0290-IND,2017,2017-0517-IND,101.0
1696,2017-0294-IND,2017,2017-0364-IND,14.0
1697,2017-0294-IND,2017,2017-0289-IND,75.0
1698,2017-0294-IND,2017,2017-0180-IND,6.0
1699,2017-0294-IND,2017,2017-0257-IND,31.0
1700,2017-0294-IND,2017,2017-0290-IND,
1701,2017-0294-IND,2017,2017-0342-IND,514.0
1702,2017-0294-IND,2017,2017-0517-IND,101.0
1703,2017-0342-IND,2017,2017-0364-IND,14.0
1704,2017-0342-IND,2017,2017-0495-IND,21.0
1705,2017-0342-IND,2017,2017-0289-IND,75.0
1706,2017-0342-IND,2017,2017-0180-IND,6.0
1707,2017-0342-IND,2017,2017-0257-IND,31.0
1708,2017-0342-IND,2017,2017-0290-IND,
1709,2017-0342-IND,2017,2017-0294-IND,284.0
1710,2017-0342-IND,2017,2017-0517-IND,101.0
1711,2017-0517-IND,2017,2017-0364-IND,14.0
1712,2017-0517-IND,2017,2017-0495-IND,21.0
1713,2017-0517-IND,2017,2017-0289-IND,75.0
1714,2017-0517-IND,2017,2017-0180-IND,6.0
1715,2017-0517-IND,2017,2017-0257-IND,31.0
1716,2017-0517-IND,2017,2017-0290-IND,
1717,2017-0517-IND,2017,2017-0294-IND,284.0
1718,2017-0517-IND,2017,2017-0342-IND,514.0
1719,2017-0446-IRN,2017,2017-0521-IRN,2.0
1720,2017-0521-IRN,2017,2017-0446-IRN,444.0
1721,2017-0327-JPN,2017,2017-0432-JPN,8.0
1722,2017-0327-JPN,2017,2017-0468-JPN,2.0
1723,2017-0447-KEN,2017,2017-0552-KEN,
1724,2017-0552-KEN,2017,2017-0447-KEN,
1725,2017-0032-MAR,2017,2017-0054-MAR,
1726,2017-0054-MAR,2017,2017-0032-MAR,
1727,2017-0516-MYS,2017,2017-0477-MYS,7.0
1728,2017-0516-MYS,2017,2018-0063-MYS,
1729,2017-0516-MYS,2017,2018-0068-MYS,2.0
1730,2017-0224-MYS,2017,2016-0489-MYS,
1731,2017-0224-MYS,2017,2016-0516-MYS,
1732,2017-0477-MYS,2017,2017-0516-MYS,2.0
1733,2017-0477-MYS,2017,2018-0063-MYS,
1734,2017-0477-MYS,2017,2018-0068-MYS,2.0
1735,2017-0186-NER,2017,2017-0370-NER,56.0
1736,2017-0370-NER,2017,2017-0186-NER,16.0
1737,2017-0318-NGA,2017,2017-0315-NGA,
1738,2017-0315-NGA,2017,2017-0318-NGA,11.0
1739,2017-0272-NGA,2017,2017-0378-NGA,
1740,2017-0378-NGA,2017,2017-0272-NGA,20.0
1741,2017-0181-PAK,2017,2017-0145-PAK,11.0
1742,2017-0052-PER,2017,2017-0036-PER,15.0
1743,2017-0052-PER,2017,2017-0084-PER,184.0
1744,2017-0050-PHL,2017,2017-0140-PHL,
1745,2017-0247-PHL,2017,2017-0140-PHL,
1746,2017-0142-PHL,2017,2017-0326-PHL,
1747,2017-0485-PHL,2017,2017-0326-PHL,
1748,2017-0485-PHL,2017,2017-0422-PHL,6.0
1749,2017-0485-PHL,2017,2017-0432-PHL,9.0
1750,2017-0485-PHL,2017,2017-0406-PHL,26.0
1751,2017-0226-PHL,2017,2017-0028-PHL,9.0
1752,2018-0008-MDG,2018,2018-0086-MDG,21.0
1753,2018-0044-PHL,2018,2017-0422-PHL,6.0
1754,2018-0044-PHL,2018,2017-0524-PHL,58.0
1755,2018-0044-PHL,2018,2017-0525-PHL,91.0
1756,2018-0044-PHL,2018,2018-0004-PHL,3.0
1757,2018-0455-PHL,2018,2018-0341-PHL,84.0
1758,2018-0455-PHL,2018,2018-0399-PHL,12.0
1759,2018-0455-PHL,2018,2018-0347-PHL,5.0
1760,2018-0455-PHL,2018,2019-0021-PHL,
1761,2018-0352-IDN,2018,2018-0257-IDN,564.0
1762,2018-0352-IDN,2018,2018-0254-IDN,14.0
1763,2018-0352-IDN,2018,2018-0302-IDN,10.0
1764,2018-0295-IND,2018,2018-0372-IND,25.0
1765,2018-0295-IND,2018,2018-0213-IND,15.0
1766,2018-0295-IND,2018,2018-0205-IND,52.0
1767,2018-0295-IND,2018,2018-0216-IND,12.0
1768,2018-0295-IND,2018,2018-0267-IND,33.0
1769,2018-0295-IND,2018,2018-0286-IND,20.0
1770,2018-0295-IND,2018,2018-0345-IND,3.0
1771,2018-0295-IND,2018,2018-0370-IND,46.0
1772,2018-0202-IND,2018,2018-0199-IND,42.0
1773,2018-0202-IND,2018,2018-0137-IND,42.0
1774,2018-0202-IND,2018,2018-0138-IND,18.0
1775,2018-0202-IND,2018,2018-0149-IND,95.0
1776,2018-0202-IND,2018,2018-0209-IND,32.0
1777,2018-0202-IND,2018,2018-0214-IND,54.0
1778,2018-0202-IND,2018,2018-0150-IND,143.0
1779,2018-0385-IND,2018,2018-0431-IND,45.0
1780,2018-0385-IND,2018,2018-0473-IND,8.0
1781,2018-0425-IDN,2018,2018-0471-IDN,13.0
1782,2018-0425-IDN,2018,2018-0472-IDN,9.0
1783,2018-0425-IDN,2018,2019-0022-IDN,2.0
1784,2018-0471-IDN,2018,2018-0425-IDN,35.0
1785,2018-0471-IDN,2018,2018-0472-IDN,9.0
1786,2018-0471-IDN,2018,2019-0022-IDN,2.0
1787,2018-0121-IDN,2018,2018-0483-IDN,20.0
1788,2018-0121-IDN,2018,2018-0166-IDN,
1789,2018-0472-IDN,2018,2018-0425-IDN,35.0
1790,2018-0472-IDN,2018,2018-0471-IDN,13.0
1791,2018-0472-IDN,2018,2019-0022-IDN,2.0
1792,2018-0472-IDN,2018,2019-0107-IDN,9.0
1793,2018-0472-IDN,2018,2019-0111-IDN,206.0
1794,2018-0483-IDN,2018,2017-0494-IDN,9.0
1795,2018-0483-IDN,2018,2017-0576-IDN,2.0
1796,2018-0483-IDN,2018,2018-0121-IDN,3.0
1797,2018-0483-IDN,2018,2018-0166-IDN,
1798,2018-0199-IND,2018,2018-0202-IND,61.0
1799,2018-0199-IND,2018,2018-0137-IND,42.0
1800,2018-0199-IND,2018,2018-0138-IND,18.0
1801,2018-0199-IND,2018,2018-0149-IND,95.0
1802,2018-0199-IND,2018,2018-0209-IND,32.0
1803,2018-0199-IND,2018,2018-0214-IND,54.0
1804,2018-0199-IND,2018,2018-0150-IND,143.0
1805,2018-0372-IND,2018,2018-0295-IND,504.0
1806,2018-0372-IND,2018,2018-0205-IND,52.0
1807,2018-0372-IND,2018,2018-0267-IND,33.0
1808,2018-0372-IND,2018,2018-0286-IND,20.0
1809,2018-0372-IND,2018,2018-0345-IND,3.0
1810,2018-0372-IND,2018,2018-0370-IND,46.0
1811,2018-0330-JPN,2018,2018-0183-JPN,5.0
1812,2018-0384-LKA,2018,2018-0467-LKA,2.0
1813,2018-0203-MMR,2018,2018-0314-MMR,7.0
1814,2018-0203-MMR,2018,2018-0255-MMR,16.0
1815,2018-0341-PHL,2018,2018-0455-PHL,182.0
1816,2018-0341-PHL,2018,2018-0399-PHL,12.0
1817,2018-0341-PHL,2018,2018-0227-PHL,16.0
1818,2018-0341-PHL,2018,2018-0347-PHL,5.0
1819,2018-0399-PHL,2018,2018-0455-PHL,182.0
1820,2018-0399-PHL,2018,2018-0341-PHL,84.0
1821,2018-0399-PHL,2018,2018-0227-PHL,16.0
1822,2018-0399-PHL,2018,2018-0347-PHL,5.0
1823,2018-0399-PHL,2018,2019-0021-PHL,
1824,2018-0055-PNG,2018,2018-0316-PNG,11.0
1825,2018-0055-PNG,2018,2018-0317-PNG,25.0
1826,2018-0165-ROU,2018,2018-0247-ROU,
1827,2018-0104-RWA,2018,2018-0135-RWA,24.0
1828,2018-0104-RWA,2018,2018-0477-RWA,10.0
1829,2018-0135-RWA,2018,2018-0104-RWA,24.0
1830,2018-0135-RWA,2018,2018-0477-RWA,10.0
1831,2018-0257-IDN,2018,2018-0352-IDN,4140.0
1832,2018-0257-IDN,2018,2018-0254-IDN,14.0
1833,2018-0257-IDN,2018,2018-0302-IDN,10.0
1834,2018-0148-KEN,2018,2018-0116-KEN,15.0
1835,2018-0148-KEN,2018,2018-0132-KEN,72.0
1836,2018-0314-MMR,2018,2018-0203-MMR,12.0
1837,2018-0314-MMR,2018,2018-0255-MMR,16.0
1838,2018-0326-JPN,2018,2018-0353-JPN,4.0
1839,2018-0326-JPN,2018,2018-0424-JPN,3.0
1840,2018-0353-JPN,2018,2018-0326-JPN,17.0
1841,2018-0353-JPN,2018,2018-0424-JPN,3.0
1842,2018-0227-LAO,2018,2018-0305-LAO,
1843,2018-0305-LAO,2018,2018-0227-LAO,
1844,2018-0086-MDG,2018,2018-0008-MDG,73.0
1845,2018-0421-MEX,2018,2018-0406-MEX,6.0
1846,2018-0227-PHL,2018,2018-0341-PHL,84.0
1847,2018-0227-PHL,2018,2018-0399-PHL,12.0
1848,2018-0227-PHL,2018,2018-0347-PHL,5.0
1849,2018-0031-IDN,2018,2017-0530-IDN,4.0
1850,2018-0254-IDN,2018,2018-0352-IDN,4140.0
1851,2018-0254-IDN,2018,2018-0257-IDN,564.0
1852,2018-0254-IDN,2018,2018-0302-IDN,10.0
1853,2018-0302-IDN,2018,2018-0352-IDN,4140.0
1854,2018-0302-IDN,2018,2018-0257-IDN,564.0
1855,2018-0302-IDN,2018,2018-0254-IDN,14.0
1856,2018-0454-IDN,2018,2019-0013-IDN,84.0
1857,2018-0454-IDN,2018,2019-0117-IDN,5.0
1858,2018-0166-IDN,2018,2018-0121-IDN,3.0
1859,2018-0166-IDN,2018,2018-0483-IDN,20.0
1860,2018-0137-IND,2018,2018-0202-IND,61.0
1861,2018-0137-IND,2018,2018-0199-IND,42.0
1862,2018-0137-IND,2018,2018-0138-IND,18.0
1863,2018-0137-IND,2018,2018-0149-IND,95.0
1864,2018-0137-IND,2018,2018-0209-IND,32.0
1865,2018-0137-IND,2018,2018-0214-IND,54.0
1866,2018-0137-IND,2018,2018-0150-IND,143.0
1867,2018-0138-IND,2018,2018-0202-IND,61.0
1868,2018-0138-IND,2018,2018-0199-IND,42.0
1869,2018-0138-IND,2018,2018-0137-IND,42.0
1870,2018-0138-IND,2018,2018-0149-IND,95.0
1871,2018-0138-IND,2018,2018-0209-IND,32.0
1872,2018-0138-IND,2018,2018-0214-IND,54.0
1873,2018-0138-IND,2018,2018-0150-IND,143.0
1874,2018-0149-IND,2018,2018-0202-IND,61.0
1875,2018-0149-IND,2018,2018-0199-IND,42.0
1876,2018-0149-IND,2018,2018-0137-IND,42.0
1877,2018-0149-IND,2018,2018-0138-IND,18.0
1878,2018-0149-IND,2018,2018-0209-IND,32.0
1879,2018-0149-IND,2018,2018-0214-IND,54.0
1880,2018-0149-IND,2018,2018-0150-IND,143.0
1881,2018-0209-IND,2018,2018-0202-IND,61.0
1882,2018-0209-IND,2018,2018-0199-IND,42.0
1883,2018-0209-IND,2018,2018-0137-IND,42.0
1884,2018-0209-IND,2018,2018-0138-IND,18.0
1885,2018-0209-IND,2018,2018-0149-IND,95.0
1886,2018-0209-IND,2018,2018-0214-IND,54.0
1887,2018-0209-IND,2018,2018-0150-IND,143.0
1888,2018-0214-IND,2018,2018-0202-IND,61.0
1889,2018-0214-IND,2018,2018-0199-IND,42.0
1890,2018-0214-IND,2018,2018-0137-IND,42.0
1891,2018-0214-IND,2018,2018-0138-IND,18.0
1892,2018-0214-IND,2018,2018-0149-IND,95.0
1893,2018-0214-IND,2018,2018-0209-IND,32.0
1894,2018-0214-IND,2018,2018-0150-IND,143.0
1895,2018-0150-IND,2018,2018-0202-IND,61.0
1896,2018-0150-IND,2018,2018-0199-IND,42.0
1897,2018-0150-IND,2018,2018-0137-IND,42.0
1898,2018-0150-IND,2018,2018-0138-IND,18.0
1899,2018-0150-IND,2018,2018-0149-IND,95.0
1900,2018-0150-IND,2018,2018-0209-IND,32.0
1901,2018-0150-IND,2018,2018-0214-IND,54.0
1902,2018-0213-IND,2018,2018-0295-IND,504.0
1903,2018-0213-IND,2018,2018-0205-IND,52.0
1904,2018-0213-IND,2018,2018-0216-IND,12.0
1905,2018-0213-IND,2018,2018-0267-IND,33.0
1906,2018-0213-IND,2018,2018-0286-IND,20.0
1907,2018-0213-IND,2018,2018-0345-IND,3.0
1908,2018-0431-IND,2018,2018-0385-IND,85.0
1909,2018-0431-IND,2018,2018-0473-IND,8.0
1910,2018-0473-IND,2018,2018-0385-IND,85.0
1911,2018-0473-IND,2018,2018-0431-IND,45.0
1912,2018-0205-IND,2018,2018-0295-IND,504.0
1913,2018-0205-IND,2018,2018-0372-IND,25.0
1914,2018-0205-IND,2018,2018-0213-IND,15.0
1915,2018-0205-IND,2018,2018-0216-IND,12.0
1916,2018-0205-IND,2018,2018-0267-IND,33.0
1917,2018-0205-IND,2018,2018-0286-IND,20.0
1918,2018-0205-IND,2018,2018-0345-IND,3.0
1919,2018-0205-IND,2018,2018-0370-IND,46.0
1920,2018-0216-IND,2018,2018-0295-IND,504.0
1921,2018-0216-IND,2018,2018-0213-IND,15.0
1922,2018-0216-IND,2018,2018-0205-IND,52.0
1923,2018-0216-IND,2018,2018-0267-IND,33.0
1924,2018-0216-IND,2018,2018-0286-IND,20.0
1925,2018-0216-IND,2018,2018-0345-IND,3.0
1926,2018-0267-IND,2018,2018-0295-IND,504.0
1927,2018-0267-IND,2018,2018-0372-IND,25.0
1928,2018-0267-IND,2018,2018-0213-IND,15.0
1929,2018-0267-IND,2018,2018-0205-IND,52.0
1930,2018-0267-IND,2018,2018-0216-IND,12.0
1931,2018-0267-IND,2018,2018-0286-IND,20.0
1932,2018-0267-IND,2018,2018-0345-IND,3.0
1933,2018-0267-IND,2018,2018-0370-IND,46.0
1934,2018-0286-IND,2018,2018-0295-IND,504.0
1935,2018-0286-IND,2018,2018-0372-IND,25.0
1936,2018-0286-IND,2018,2018-0213-IND,15.0
1937,2018-0286-IND,2018,2018-0205-IND,52.0
1938,2018-0286-IND,2018,2018-0216-IND,12.0
1939,2018-0286-IND,2018,2018-0267-IND,33.0
1940,2018-0286-IND,2018,2018-0345-IND,3.0
1941,2018-0286-IND,2018,2018-0370-IND,46.0
1942,2018-0345-IND,2018,2018-0295-IND,504.0
1943,2018-0345-IND,2018,2018-0372-IND,25.0
1944,2018-0345-IND,2018,2018-0213-IND,15.0
1945,2018-0345-IND,2018,2018-0205-IND,52.0
1946,2018-0345-IND,2018,2018-0216-IND,12.0
1947,2018-0345-IND,2018,2018-0267-IND,33.0
1948,2018-0345-IND,2018,2018-0286-IND,20.0
1949,2018-0345-IND,2018,2018-0370-IND,46.0
1950,2018-0370-IND,2018,2018-0295-IND,504.0
1951,2018-0370-IND,2018,2018-0372-IND,25.0
1952,2018-0370-IND,2018,2018-0205-IND,52.0
1953,2018-0370-IND,2018,2018-0267-IND,33.0
1954,2018-0370-IND,2018,2018-0286-IND,20.0
1955,2018-0370-IND,2018,2018-0345-IND,3.0
1956,2018-0281-IRN,2018,2018-0310-IRN,2.0
1957,2018-0310-IRN,2018,2018-0281-IRN,
1958,2018-0310-IRN,2018,2018-0426-IRN,
1959,2018-0426-IRN,2018,2018-0310-IRN,2.0
1960,2018-0403-JOR,2018,2018-0414-JOR,13.0
1961,2018-0414-JOR,2018,2018-0403-JOR,21.0
1962,2018-0183-JPN,2018,2018-0330-JPN,41.0
1963,2018-0424-JPN,2018,2018-0326-JPN,17.0
1964,2018-0424-JPN,2018,2018-0353-JPN,4.0
1965,2018-0116-KEN,2018,2018-0148-KEN,47.0
1966,2018-0116-KEN,2018,2018-0132-KEN,72.0
1967,2018-0132-KEN,2018,2018-0148-KEN,47.0
1968,2018-0132-KEN,2018,2018-0116-KEN,15.0
1969,2018-0467-LKA,2018,2018-0384-LKA,12.0
1970,2018-0406-MEX,2018,2018-0421-MEX,14.0
1971,2018-0255-MMR,2018,2018-0203-MMR,12.0
1972,2018-0255-MMR,2018,2018-0314-MMR,7.0
1973,2018-0104-MWI,2018,2018-0064-MWI,1.0
1974,2018-0104-MWI,2018,2018-0164-MWI,4.0
1975,2018-0064-MWI,2018,2018-0104-MWI,
1976,2018-0064-MWI,2018,2018-0164-MWI,4.0
1977,2018-0164-MWI,2018,2018-0104-MWI,
1978,2018-0164-MWI,2018,2018-0064-MWI,1.0
1979,2018-0063-MYS,2018,2017-0516-MYS,2.0
1980,2018-0063-MYS,2018,2017-0477-MYS,7.0
1981,2018-0063-MYS,2018,2018-0068-MYS,2.0
1982,2018-0068-MYS,2018,2017-0516-MYS,2.0
1983,2018-0068-MYS,2018,2017-0477-MYS,7.0
1984,2018-0068-MYS,2018,2018-0063-MYS,
